INSTNM,LATITUDE,LONGITUDE
Pacific College of Oriental Medicine-New York,40.7088,-74.006721
Johnson & Wales University-North Miami,25.894337,-80.164797
Tricoci University of Beauty Culture-Indianapolis,39.928723,-86.03113
Trine University-Regional/Non-Traditional Campuses,41.172352,-85.106453
Pennsylvania Highlands Community College,40.26408,-78.837175
Nevada Career Institute,36.217975,-115.20842
Phillips Theological Seminary,36.167983,-95.868146
Empire Beauty School-Hanover,39.818109,-76.995146
Industrial Management Training Institute,41.549618,-73.035893
Allen School-Jamaica,40.704694,-73.796295
Premiere Career College,34.079755,-117.990894
The University of Texas MD Anderson Cancer Center,29.707016,-95.396804
Paul Mitchell the School-Huntsville,34.681465,-86.752565
Estes Institute of Cosmetology Arts and Science,36.330422,-119.289234
Baldwin Park Adult & Community Education,34.09673,-117.959486
Ventura Adult and Continuing Education,34.256061,-119.219561
Howell Cheney THS/CT Aero Tech School,41.735077,-72.652599
Platt Technical High School/Stratford Aviation,41.249749,-73.046359
College of Business and Technology-Miami Campus,25.76859,-80.337421
City College-Altamonte Springs,28.663604,-81.402219
Empire Beauty School-Dunwoody,33.931981,-84.332317
Cobb Beauty College Inc,34.029027,-84.608874
Career Center of Southern Illinois,38.289727,-89.948787
Crave Beauty Academy,37.684374,-97.387374
Camelot College,30.473452,-91.115413
Hastings Beauty School,44.744595,-92.85026
Kirksville Area Technical Center,40.18649,-92.565103
South Central Career Center,36.738067,-91.856803
Saline County Career Center,39.115031,-93.21108
Warrensburg Area Career Center,38.761649,-93.70714
Nevada Regional Technical Center,37.860997,-94.363136
Cass Career Center,38.660248,-94.333774
Applied Technology Services,38.542285,-90.413236
Central College of Cosmetology,37.806945,-92.142861
Southeast Missouri Hospital College of Nursing and Health Sciences,37.302453,-89.54587
Messenger College,32.85076,-97.161015
Durham Beauty Academy,35.962965,-78.977967
Union County Vocational Technical School,40.616491,-74.358205
Prism Career Institute-Philadelphia,40.057804,-75.046375
Clinton Essex Warren Washington BOCES,44.693228,-73.517906
Jefferson Lewis BOCES-Practical Nursing Program,43.970515,-75.97014
Veeb Nassau County School of Practical Nursing,40.766548,-73.520569
Cattaraugus Allegany BOCES-Practical Nursing Program,42.093196,-78.405395
Orange Ulster BOCES-Practical Nursing Program,41.38922,-74.322049
Wayne Finger Lakes BOCES-Practical Nursing Program,43.038167,-77.081794
Broome Delaware Tioga BOCES-Practical Nursing Program,42.129648,-75.934739
Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program,43.32149,-73.594331
Albany BOCES-Adult Practical Nursing Program,42.745685,-73.835752
Ulster BOCES School of Practical Nursing,41.976573,-73.993015
Eastern Suffolk BOCES,40.777958,-73.237805
Rockland County BOCES-Practical Nursing Program,41.121255,-73.979871
New York College of Health Professions,40.809329,-73.516191
Charles Stuart School of Diamond Setting,40.608484,-73.95856
Penta County Joint Vocational School,41.584263,-83.571594
Career and Technology Education Centers of Licking County,40.099973,-82.429175
Northern Career Institute,41.653845,-81.447126
Washington County Career Center-Adult Technical Training,39.43299,-81.50106
Ohio Media School-Cincinnati,39.158005,-84.458763
Ohio Technical Center at Vantage Career Center,40.882295,-84.570198
Indian Capital Technology Center-Muskogee,35.774921,-95.311895
Western Technology Center,35.352842,-99.180998
Mid-America Technology Center,34.912498,-97.364174
Northeast Technology Center-Pryor,36.309116,-95.425056
Eastern Oklahoma County Technology Center,35.516891,-97.266991
Wes Watkins Technology Center,35.233305,-96.266262
York County School of Technology-Adult & Continuing Education,39.929887,-76.685449
Chester County Intermediate Unit,40.005928,-75.680728
Jefferson County Dubois Area Vocational Technical Practical Nursing Program,41.109805,-78.892397
Greater Johnstown Career and Technology Center,40.272734,-78.83114
Mifflin County Academy of Science and Technology,40.605321,-77.554092
Lenape Technical School Practical Nursing Program,40.767446,-79.521054
Venango County Area Vocational Technical School,41.426492,-79.687135
Lancaster County Career and Technology Center,39.984811,-76.266186
Lebanon County Area Vocational Technical School,40.341562,-76.390376
Indiana County Technology Center,40.646071,-79.121853
Northern Tier Career Center,41.801739,-76.487394
Clarion County Career Center Practical Nursing Program,41.233525,-79.425593
Hazleton Area Career Center,40.971393,-75.99218
All-State Career School-Pittsburgh,40.358492,-79.93713
Colegio Tecnologico y Comercial de Puerto Rico,18.378976,-67.186306
Quality Technical and Beauty College,18.394314,-66.147188
D'Mart Institute,18.182694,-66.292984
Automeca Technical College-Aguadilla,18.448502,-67.1418
Fortis Institute-Cookeville,36.143182,-85.478651
North Central Institute,36.61484,-87.425177
Pipo Academy of Hair Design,31.78446,-106.459711
Tint School of Makeup and Cosmetology-Dallas,32.708337,-97.001678
United Technical Center,39.310658,-80.358395
Charles H McCann Technical School,42.664578,-73.10149
Central California School of Continuing Education,35.262091,-120.64847
Mercy Hospital School of Practical Nursing-Plantation General Hospital,25.740254,-80.213971
Marion Technical College,29.178271,-82.147877
Rivertown School of Beauty Barber Skin Care and Nails,32.51013,-84.97068
Atlanta Institute of Music and Media,33.961164,-84.105311
Illinois Media School,41.840367,-88.025464
New Dimensions School of Hair Design,37.085286,-94.509389
Forbes Road Career and Technology Center,40.450234,-79.748472
Jna Institute of Culinary Arts,39.935232,-75.167678
Cortiva Institute-Seattle,47.622787,-122.332042
Putnam Career and Technical Center,38.535038,-81.923563
Crawford County Career and Technical Center Practical Nursing Program,41.633675,-80.126167
Texas College of Cosmetology-San Angelo,31.420928,-100.47194
Beauty Schools of America-Hialeah,25.865702,-80.303784
Automeca Technical College-Bayamon,18.406325,-66.180088
Automeca Technical College-Caguas,18.230554,-66.037144
Automeca Technical College-Ponce,18.011391,-66.636854
Centura College-Chesapeake,36.765954,-76.227712
University of Phoenix-Hawaii,21.307923,-157.863834
Cortiva Institute-Miami,25.783553,-80.325685
Prism Career Institute-Cherry Hill,39.931301,-75.051138
Southwest College of Naturopathic Medicine & Health Sciences,33.40789,-111.89442
Escuela de Peritos Electricistas de Isabela Inc,18.469368,-67.029427
Yeshiva D'monsey Rabbinical College,41.114173,-74.064721
Lincoln Technical Institute-Mahwah,41.083771,-74.148846
Career Technical Institute,38.904,-77.032461
Northwest Vista College,29.471308,-98.70513
Oconee Fall Line Technical College,32.996687,-82.839621
York County Community College,43.306797,-70.590783
Northeast Technology Center-Afton,36.730369,-94.929123
Western Suffolk BOCES,40.877083,-73.343689
Arkansas State University-Mountain Home,36.320466,-92.388581
Columbia Gorge Community College,45.590724,-121.190197
Arizona State University-Polytechnic,33.307142,-111.677225
Colleen O'Haras Beauty Academy,33.748189,-117.868136
Bakke Graduate University,32.894605,-96.753976
Tillamook Bay Community College,45.456603,-123.813624
Manhattan School of Computer Technology,40.63473,-73.967118
Ross College-Hopkinsville,36.834025,-87.474774
Paul Mitchell the School-St. George,37.083414,-113.606488
Cadillac Institute of Cosmetology,44.251375,-85.400655
Arizona College-Glendale,33.56636,-112.154233
Vanguard-Sentinel Adult Career and Technology Center,41.365056,-83.128188
House of Heavilin Beauty College-Raymore,38.812989,-94.467053
Living Arts College,35.942892,-78.555726
New York Conservatory for Dramatic Arts,40.740148,-73.993388
Eastern International College-Jersey City,40.735178,-74.060452
Academia Serrant Inc,18.009587,-66.61413
Champion Institute of Cosmetology,33.813346,-116.545916
Pacific College,33.680043,-117.873382
American College of Healthcare and Technology,33.901581,-117.493507
Compu-Med Vocational Careers Corp,25.848446,-80.306915
Advantage Technical College,18.428049,-66.493084
Mid Cities Barber College,32.710329,-97.006955
Midwestern University-Glendale,33.663853,-112.183633
Oregon Coast Community College,44.603136,-124.046973
Gwinnett College-Sandy Springs,33.937705,-84.378704
Mildred Elley-Pittsfield Campus,42.4491,-73.256461
Embry-Riddle Aeronautical University-Worldwide,29.189903,-81.048367
Merkaz Bnos-Business School,40.601511,-73.997176
Lia Schorr Institute of Cosmetic Skin Care Training,40.764401,-73.976807
CET-Alexandria,38.802702,-77.142637
Aviation Institute of Maintenance-Chesapeake,36.778525,-76.268688
Centura College-Richmond Main,37.499343,-77.543157
Osceola Technical College,28.298648,-81.349696
Miami Ad School-Wynwood,25.803,-80.204791
Green Country Technology Center,35.63293,-95.9365
Nova College de Puerto Rico,18.398358,-66.160559
John Wesley International Barber and Beauty College,33.775812,-118.192659
Platt College-Lawton,34.605627,-98.389416
Southeastern College-West Palm Beach,26.702216,-80.085966
Ottawa University-Milwaukee,43.02963,-88.115185
Klamath Community College,42.195028,-121.698855
L3 Commercial Training Solutions Airline Academy,28.77858,-81.251511
American College of Acupuncture and Oriental Med,29.735747,-95.524765
AOMA Graduate School of Integrative Medicine,30.228551,-97.800643
Urban College of Boston,42.352922,-71.0642
Strayer University-Maryland,38.827438,-76.918039
Empire Beauty School-Bordentown,40.173971,-74.702495
Empire Beauty School-Monroeville,40.434651,-79.785227
Southern Careers Institute-San Antonio,29.355774,-98.494238
Cayce/Reilly School of Massage,36.892698,-75.990945
Prism Career Institute-West Atlantic City,39.377288,-74.493112
The Creative Center,41.290922,-96.082837
Studio Jewelers,40.745464,-73.983774
Praxis Institute,25.765385,-80.225327
San Juan Bautista School of Medicine,18.220528,-66.050389
Texas Health and Science University,30.233143,-97.785289
Carver Career Center,38.289708,-81.562988
New Hampshire Institute of Art,42.992953,-71.458947
Cayuga Onondaga BOCES-Practical Nursing Program,42.9419,-76.587981
Clearfield County Career and Technology Center,41.030572,-78.418679
Colegio de Cinematografia Artes y Television,18.399507,-66.155509
Delaware County Technical School-Practical Nursing Program,39.988428,-75.367229
Mid-Del Technology Center,35.455237,-97.402578
New York Institute of Massage Inc,42.976035,-78.695815
Jolie Hair and Beauty Academy-Ludlow,42.157816,-72.480436
Dutchess BOCES-Practical Nursing Program,41.743538,-73.866875
Escuela Tecnica de Electricidad,18.010451,-66.619944
Institute of Technology,36.83679,-119.723249
Garnet Career Center,38.351017,-81.629876
Bristol Technical Education Center,41.69004,-72.990101
Genesee Valley BOCES-Practical Nursing Program,43.014665,-78.182909
Henrico County-Saint Marys Hospital School of Practical Nursing,37.629016,-77.533196
Herkimer County BOCES-Practical Nursing Program,43.015797,-75.029952
International Beauty College,32.945805,-96.645638
Cape Coral Technical College,26.658582,-81.976156
Mercy Hospital School of Nursing,40.435584,-79.986445
Ocean County Vocational-Technical School,39.985095,-74.195622
Trinity College of Puerto Rico,17.981978,-66.620076
Virginia Sewing Machines and School Center,33.9827,-118.22486
Vogue Beauty and Barber School,33.909059,-84.746624
Yeshiva of the Telshe Alumni,40.896668,-73.911096
Northeast Technology Center-Kansas,36.209828,-94.778431
Kenneth Shuler School of Cosmetology-Rock Hill,34.970168,-80.99492
University of Phoenix-Washington,47.4684,-122.246405
CET-El Paso,31.696199,-106.323115
Appalachian School of Law,37.277669,-82.095648
Platt College-Ontario,34.068595,-117.571744
Delaware College of Art and Design,39.741947,-75.549882
American University of Health Sciences,33.796849,-118.171366
Career Networks Institute,33.776152,-117.860347
Monty Tech,42.560648,-71.860827
Okaloosa Technical College,30.46866,-86.614844
Lincoln Technical Institute-Lincoln,41.9385,-71.47748
Wayne County Schools Career Center,40.863781,-81.868927
Blessing Hospital School of Medical Laboratory Technology,39.936549,-91.399045
Carolinas College of Health Sciences,35.200295,-80.838535
Western Governors University,40.68481,-111.869752
California Aeronautical University,35.434905,-119.049264
Herzing University-Kenner,30.001605,-90.239525
Florida Gulf Coast University,26.463638,-81.7726
Seacoast Career Schools-Sanford Campus,43.402074,-70.706341
Little Priest Tribal College,42.234983,-96.467881
South Louisiana Community College,30.218616,-92.050933
Pima Medical Institute-Chula Vista,32.619858,-117.093388
Lincoln College of Technology-Marietta,33.904619,-84.483943
Academy of Hair Design-Lufkin,31.330724,-94.718704
Academy of Hair Design-Beaumont,30.067405,-94.122703
Anson College of Cosmetology,34.963535,-80.055083
Cortiva Institute-Baltimore,39.215919,-76.672532
Toni & Guy Hairdressing Academy-Worcester,42.284822,-71.808255
Northwest HVAC/R Training Center,47.67364,-117.407702
Myotherapy Institute,40.772295,-96.623323
Florida College of Integrative Medicine,28.46359,-81.401757
New Professions Technical Institute,25.771488,-80.261873
Strand College of Hair Design,33.748079,-78.815961
Branford Hall Career Institute-Southington Campus,41.602304,-72.877922
City College-Miami,25.683673,-80.316377
Ilisagvik College,71.324702,-156.679486
Community College of Baltimore County,39.352647,-76.48211
Florida Coastal School of Law,30.232676,-81.580093
White Earth Tribal and Community College,47.3175,-95.953099
